Ensembl Gene ID	Associated Gene Name
ENSG00000130962	PRRG1
ENSG00000131018	SYNE1
ENSG00000131023	LATS1
ENSG00000131037	EPS8L1
ENSG00000131051	RBM39
ENSG00000131055	COX4I2
ENSG00000131080	EDA2R
ENSG00000131089	ARHGEF9
ENSG00000131094	C1QL1
ENSG00000131095	GFAP
ENSG00000131097	HIGD1B
ENSG00000131115	ZNF227
ENSG00000131127	ZNF141
ENSG00000131143	COX4I1
ENSG00000131148	EMC8
ENSG00000131171	SH3BGRL
ENSG00000131183	SLC34A1
ENSG00000131187	F12
ENSG00000131196	NFATC1
ENSG00000131233	GJA9
ENSG00000131236	CAP1
ENSG00000131242	RAB11FIP4
ENSG00000131263	RLIM
ENSG00000131264	CDX4
ENSG00000131269	ABCB7
ENSG00000131323	TRAF3
ENSG00000131355	ADGRE3
ENSG00000131389	SLC6A6
ENSG00000131398	KCNC3
ENSG00000131400	NAPSA
ENSG00000131408	NR1H2
ENSG00000131409	LRRC4B
ENSG00000131435	PDLIM4
ENSG00000131459	GFPT2
ENSG00000131480	AOC2
ENSG00000131482	G6PC
ENSG00000131503	ANKHD1
ENSG00000131504	DIAPH1
ENSG00000131507	NDFIP1
ENSG00000131508	UBE2D2
ENSG00000131584	ACAP3
ENSG00000131620	ANO1
ENSG00000131626	PPFIA1
ENSG00000131650	KREMEN2
ENSG00000131746	TNS4
ENSG00000131748	STARD3
ENSG00000131759	RARA
ENSG00000131773	KHDRBS3
ENSG00000131779	PEX11B
ENSG00000131788	PIAS3
ENSG00000131849	ZNF132
ENSG00000131899	LLGL1
ENSG00000131910	NR0B2
ENSG00000131914	LIN28A
ENSG00000131931	THAP1
ENSG00000131941	RHPN2
ENSG00000131969	ABHD12B
ENSG00000131981	LGALS3
ENSG00000132000	PODNL1
ENSG00000132002	DNAJB1
ENSG00000132003	ZSWIM4
ENSG00000132005	RFX1
ENSG00000132024	CC2D1A
ENSG00000132031	MATN3
ENSG00000132109	TRIM21
ENSG00000132122	SPATA6
ENSG00000132155	RAF1
ENSG00000132164	SLC6A11
ENSG00000132170	PPARG
ENSG00000132182	NUP210
ENSG00000132254	ARFIP2
ENSG00000132256	TRIM5
ENSG00000132259	CNGA4
ENSG00000132274	TRIM22
ENSG00000132294	EFR3A
ENSG00000132321	IQCA1
ENSG00000132326	PER2
ENSG00000132334	PTPRE
ENSG00000132356	PRKAA1
ENSG00000132376	INPP5K
ENSG00000132386	SERPINF1
ENSG00000132405	TBC1D14
ENSG00000132429	POPDC3
ENSG00000132434	LANCL2
ENSG00000132436	FIGNL1
ENSG00000132446	FTHL17
ENSG00000132463	GRSF1
ENSG00000132466	ANKRD17
ENSG00000132471	WBP2
ENSG00000132475	H3F3B
ENSG00000132510	KDM6B
ENSG00000132517	SLC52A1
ENSG00000132518	GUCY2D
ENSG00000132535	DLG4
ENSG00000132561	MATN2
ENSG00000132563	REEP2
ENSG00000132570	PCBD2
ENSG00000132581	SDF2
ENSG00000132612	VPS4A
ENSG00000132613	MTSS1L
ENSG00000132622	HSPA12B
ENSG00000132639	SNAP25
ENSG00000132640	BTBD3
ENSG00000132669	RIN2
ENSG00000132670	PTPRA
ENSG00000132671	SSTR4
ENSG00000132677	RHBG
ENSG00000132681	ATP1A4
ENSG00000132694	ARHGEF11
ENSG00000132718	SYT11
ENSG00000132744	ACY3
ENSG00000132746	ALDH3B2
ENSG00000132749	TESMIN
ENSG00000132793	LPIN3
ENSG00000132819	RBM38
ENSG00000132824	SERINC3
ENSG00000132825	PPP1R3D
ENSG00000132842	AP3B1
ENSG00000132849	PATJ
ENSG00000132854	KANK4
ENSG00000132872	SYT4
ENSG00000132906	CASP9
ENSG00000132911	NMUR2
ENSG00000132915	PDE6A
ENSG00000132932	ATP8A2
ENSG00000132938	MTUS2
ENSG00000132964	CDK8
ENSG00000132967	HMGB1P5
ENSG00000132970	WASF3
ENSG00000132975	GPR12
ENSG00000133019	CHRM3
ENSG00000133020	MYH8
ENSG00000133026	MYH10
ENSG00000133028	SCO1
ENSG00000133055	MYBPH
ENSG00000133056	PIK3C2B
ENSG00000133065	SLC41A1
ENSG00000133067	LGR6
ENSG00000133069	TMCC2
ENSG00000133083	DCLK1
ENSG00000133101	CCNA1
ENSG00000133105	RXFP2
ENSG00000133107	TRPC4
ENSG00000133110	POSTN
ENSG00000133115	STOML3
ENSG00000133116	KL
ENSG00000133121	STARD13
ENSG00000133135	RNF128
ENSG00000133138	TBC1D8B
ENSG00000133216	EPHB2
ENSG00000133243	BTBD2
ENSG00000133247	KMT5C
ENSG00000133256	PDE6B
ENSG00000133275	CSNK1G2
ENSG00000133315	MACROD1
ENSG00000133317	LGALS12
ENSG00000133318	RTN3
ENSG00000133392	MYH11
ENSG00000133424	LARGE1
ENSG00000133454	MYO18B
ENSG00000133466	C1QTNF6
ENSG00000133475	GGT2
ENSG00000133606	MKRN1
ENSG00000133612	AGAP3
ENSG00000133627	ACTR3B
ENSG00000133639	BTG1
ENSG00000133657	ATP13A3
ENSG00000133661	SFTPD
ENSG00000133703	KRAS
ENSG00000133704	IPO8
ENSG00000133731	IMPA1
ENSG00000133740	E2F5
ENSG00000133742	CA1
ENSG00000133789	SWAP70
ENSG00000133794	ARNTL
ENSG00000133805	AMPD3
ENSG00000133812	SBF2
ENSG00000133818	RRAS2
ENSG00000133874	RNF122
ENSG00000133878	DUSP26
ENSG00000133884	DPF2
ENSG00000133937	GSC
ENSG00000133961	NUMB
ENSG00000133985	TTC9
ENSG00000134007	ADAM20
ENSG00000134013	LOXL2
ENSG00000134046	MBD2
ENSG00000134057	CCNB1
ENSG00000134070	IRAK2
ENSG00000134072	CAMK1
ENSG00000134108	ARL8B
ENSG00000134115	CNTN6
ENSG00000134121	CHL1
ENSG00000134138	MEIS2
ENSG00000134160	TRPM1
ENSG00000134183	GNAT2
ENSG00000134198	TSPAN2
ENSG00000134207	SYT6
ENSG00000134215	VAV3
ENSG00000134240	HMGCS2
ENSG00000134242	PTPN22
ENSG00000134245	WNT2B
ENSG00000134249	ADAM30
ENSG00000134250	NOTCH2
ENSG00000134259	NGF
ENSG00000134262	AP4B1
ENSG00000134278	SPIRE1
ENSG00000134287	ARF3
ENSG00000134291	TMEM106C
ENSG00000134294	SLC38A2
ENSG00000134297	PLEKHA8P1
ENSG00000134308	YWHAQ
ENSG00000134317	GRHL1
ENSG00000134318	ROCK2
ENSG00000134323	MYCN
ENSG00000134324	LPIN1
ENSG00000134333	LDHA
ENSG00000134343	ANO3
ENSG00000134363	FST
ENSG00000134369	NAV1
ENSG00000134376	CRB1
ENSG00000134398	ERN2
ENSG00000134489	HRH4
ENSG00000134504	KCTD1
ENSG00000134508	CABLES1
ENSG00000134516	DOCK2
ENSG00000134532	SOX5
ENSG00000134571	MYBPC3
ENSG00000134575	ACP2
ENSG00000134594	RAB33A
ENSG00000134595	SOX3
ENSG00000134602	STK26
ENSG00000134612	FOLH1B
ENSG00000134627	PIWIL4
ENSG00000134640	MTNR1B
ENSG00000134644	PUM1
ENSG00000134686	PHC2
ENSG00000134698	AGO4
ENSG00000134709	HOOK1
ENSG00000134717	BTF3L4
ENSG00000134744	ZCCHC11
ENSG00000134755	DSC2
ENSG00000134757	DSG3
ENSG00000134758	RNF138
ENSG00000134762	DSC3
ENSG00000134765	DSC1
ENSG00000134769	DTNA
ENSG00000134775	FHOD3
ENSG00000134817	APLNR
ENSG00000134852	CLOCK
ENSG00000134853	PDGFRA
ENSG00000134871	COL4A2
ENSG00000134873	CLDN10
ENSG00000134909	ARHGAP32
ENSG00000134917	ADAMTS8
ENSG00000134954	ETS1
ENSG00000134955	SLC37A2
ENSG00000134962	KLB
ENSG00000134970	TMED7
ENSG00000134982	APC
ENSG00000135018	UBQLN1
ENSG00000135046	ANXA1
ENSG00000135048	TMEM2
ENSG00000135049	AGTPBP1
ENSG00000135063	FAM189A2
ENSG00000135070	ISCA1
ENSG00000135074	ADAM19
ENSG00000135083	CCNJL
ENSG00000135090	TAOK3
ENSG00000135097	MSI1
ENSG00000135100	HNF1A
ENSG00000135111	TBX3
ENSG00000135119	RNFT2
ENSG00000135124	P2RX4
ENSG00000135127	BICDL1
ENSG00000135144	DTX1
ENSG00000135218	CD36
ENSG00000135220	UGT2A3
ENSG00000135226	UGT2B28
ENSG00000135250	SRPK2
ENSG00000135253	KCP
ENSG00000135269	TES
ENSG00000135298	ADGRB3
ENSG00000135312	HTR1B
ENSG00000135316	SYNCRIP
ENSG00000135333	EPHA7
ENSG00000135334	AKIRIN2
ENSG00000135338	LCA5
ENSG00000135355	GJA10
ENSG00000135363	LMO2
ENSG00000135365	PHF21A
ENSG00000135378	PRRG4
ENSG00000135387	CAPRIN1
ENSG00000135390	ATP5G2
ENSG00000135406	PRPH
ENSG00000135407	AVIL
ENSG00000135414	GDF11
ENSG00000135423	GLS2
ENSG00000135424	ITGA7
ENSG00000135437	RDH5
ENSG00000135439	AGAP2
ENSG00000135452	TSPAN31
ENSG00000135457	TFCP2
ENSG00000135469	COQ10A
ENSG00000135472	FAIM2
ENSG00000135480	KRT7
ENSG00000135486	HNRNPA1
ENSG00000135503	ACVR1B
ENSG00000135517	MIP
ENSG00000135519	KCNH3
ENSG00000135547	HEY2
ENSG00000135577	NMBR
ENSG00000135597	REPS1
ENSG00000135605	TEC
ENSG00000135622	SEMA4F
ENSG00000135636	DYSF
ENSG00000135638	EMX1
ENSG00000135655	USP15
ENSG00000135677	GNS
ENSG00000135679	MDM2
ENSG00000135686	KLHL36
ENSG00000135702	CHST5
ENSG00000135720	DYNC1LI2
ENSG00000135723	FHOD1
ENSG00000135736	CCDC102A
ENSG00000135740	SLC9A5
ENSG00000135749	PCNX2
ENSG00000135750	KCNK1
ENSG00000135766	EGLN1
ENSG00000135773	CAPN9
ENSG00000135823	STX6
ENSG00000135862	LAMC1
ENSG00000135870	RC3H1
ENSG00000135902	CHRND
ENSG00000135903	PAX3
ENSG00000135905	DOCK10
ENSG00000135914	HTR2B
ENSG00000135916	ITM2C
ENSG00000135917	SLC19A3
ENSG00000135919	SERPINE2
ENSG00000135924	DNAJB2
ENSG00000135925	WNT10A
ENSG00000135926	TMBIM1
ENSG00000135929	CYP27A1
ENSG00000135932	CAB39
ENSG00000135951	TSGA10
ENSG00000135968	GCC2
ENSG00000135973	GPR45
ENSG00000135999	EPC2
ENSG00000136010	ALDH1L2
ENSG00000136011	STAB2
ENSG00000136014	USP44
ENSG00000136044	APPL2
ENSG00000136048	DRAM1
ENSG00000136052	SLC41A2
ENSG00000136059	VILL
ENSG00000136068	FLNB
ENSG00000136098	NEK3
ENSG00000136099	PCDH8
ENSG00000136108	CKAP2
ENSG00000136111	TBC1D4
ENSG00000136141	LRCH1
ENSG00000136156	ITM2B
ENSG00000136158	SPRY2
ENSG00000136160	EDNRB
ENSG00000136167	LCP1
ENSG00000136193	SCRN1
ENSG00000136205	TNS3
ENSG00000136213	CHST12
ENSG00000136231	IGF2BP3
ENSG00000136237	RAPGEF5
ENSG00000136238	RAC1
ENSG00000136240	KDELR2
ENSG00000136261	BZW2
ENSG00000136267	DGKB
ENSG00000136280	CCM2
ENSG00000136286	MYO1G
ENSG00000136295	TTYH3
ENSG00000136297	MMD2
ENSG00000136327	NKX2-8
ENSG00000136352	NKX2-1
ENSG00000136378	ADAMTS7
ENSG00000136379	ABHD17C
ENSG00000136404	TM6SF1
ENSG00000136425	CIB2
ENSG00000136448	NMT1
ENSG00000136450	SRSF1
ENSG00000136504	KAT7
ENSG00000136518	ACTL6A
ENSG00000136527	TRA2B
ENSG00000136531	SCN2A
ENSG00000136535	TBR1
ENSG00000136546	SCN7A
ENSG00000136573	BLK
ENSG00000136574	GATA4
ENSG00000136603	SKIL
ENSG00000136636	KCTD3
ENSG00000136682	CBWD2
ENSG00000136698	CFC1
ENSG00000136717	BIN1
ENSG00000136720	HS6ST1
ENSG00000136731	UGGT1
ENSG00000136738	STAM
ENSG00000136750	GAD2
ENSG00000136754	ABI1
ENSG00000136802	LRRC8A
ENSG00000136816	TOR1B
ENSG00000136827	TOR1A
ENSG00000136828	RALGPS1
ENSG00000136840	ST6GALNAC4
ENSG00000136842	TMOD1
ENSG00000136848	DAB2IP
ENSG00000136854	STXBP1
ENSG00000136856	SLC2A8
ENSG00000136859	ANGPTL2
ENSG00000136869	TLR4
ENSG00000136870	ZNF189
ENSG00000136872	ALDOB
ENSG00000136878	USP20
ENSG00000136888	ATP6V1G1
ENSG00000136931	NR5A1
ENSG00000136938	ANP32B
ENSG00000136940	PDCL
ENSG00000136944	LMX1B
ENSG00000136950	ARPC5L
ENSG00000136960	ENPP2
ENSG00000136997	MYC
ENSG00000136999	NOV
ENSG00000137040	RANBP6
ENSG00000137073	UBAP2
ENSG00000137075	RNF38
ENSG00000137076	TLN1
ENSG00000137094	DNAJB5
ENSG00000137124	ALDH1B1
ENSG00000137142	IGFBPL1
ENSG00000137145	DENND4C
ENSG00000137161	CNPY3
ENSG00000137166	FOXP4
ENSG00000137171	KLC4
ENSG00000137193	PIM1
ENSG00000137198	GMPR
ENSG00000137203	TFAP2A
ENSG00000137204	SLC22A7
ENSG00000137210	TMEM14B
ENSG00000137216	TMEM63B
ENSG00000137218	FRS3
ENSG00000137221	TJAP1
ENSG00000137225	CAPN11
ENSG00000137251	TINAG
ENSG00000137252	HCRTR2
ENSG00000137261	KIAA0319
ENSG00000137265	IRF4
ENSG00000137269	LRRC1
ENSG00000137270	GCM1
ENSG00000137273	FOXF2
ENSG00000137393	RNF144B
ENSG00000137409	MTCH1
ENSG00000137449	CPEB2
ENSG00000137462	TLR2
ENSG00000137478	FCHSD2
ENSG00000137486	ARRB1
ENSG00000137491	SLCO2B1
ENSG00000137507	LRRC32
ENSG00000137509	PRCP
ENSG00000137522	RNF121
ENSG00000137558	PI15
ENSG00000137561	TTPA
ENSG00000137571	SLCO5A1
ENSG00000137573	SULF1
ENSG00000137575	SDCBP
ENSG00000137634	NXPE4
ENSG00000137648	TMPRSS4
ENSG00000137672	TRPC6
ENSG00000137673	MMP7
ENSG00000137674	MMP20
ENSG00000137675	MMP27
ENSG00000137692	DCUN1D5
ENSG00000137693	YAP1
ENSG00000137707	BTG4
ENSG00000137709	POU2F3
ENSG00000137710	RDX
ENSG00000137745	MMP13
ENSG00000137747	TMPRSS13
ENSG00000137766	UNC13C
ENSG00000137776	SLTM
ENSG00000137801	THBS1
ENSG00000137802	MAPKBP1
ENSG00000137808	RP11-809H16.2
ENSG00000137809	ITGA11
ENSG00000137817	PARP6
ENSG00000137824	RMDN3
ENSG00000137825	ITPKA
ENSG00000137831	UACA
ENSG00000137834	SMAD6
ENSG00000137841	PLCB2
ENSG00000137843	PAK6
ENSG00000137860	SLC28A2
ENSG00000137871	ZNF280D
ENSG00000137872	SEMA6D
ENSG00000137936	BCAR3
ENSG00000137942	FNBP1L
ENSG00000137944	KYAT3
ENSG00000137948	BRDT
ENSG00000137960	GIPC2
ENSG00000137962	ARHGAP29
ENSG00000137968	SLC44A5
ENSG00000137976	DNASE2B
ENSG00000138031	ADCY3
ENSG00000138032	PPM1B
ENSG00000138039	LHCGR
ENSG00000138068	SULT6B1
ENSG00000138069	RAB1A
ENSG00000138071	ACTR2
ENSG00000138083	SIX3
ENSG00000138101	DTNB
ENSG00000138107	ACTR1A
ENSG00000138109	CYP2C9
ENSG00000138115	CYP2C8
ENSG00000138119	MYOF
ENSG00000138131	LOXL4
ENSG00000138134	STAMBPL1
ENSG00000138136	LBX1
ENSG00000138166	DUSP5
ENSG00000138182	KIF20B
ENSG00000138185	ENTPD1
ENSG00000138190	EXOC6
ENSG00000138279	ANXA7
ENSG00000138286	FAM149B1
ENSG00000138308	PLA2G12B
ENSG00000138316	ADAMTS14
ENSG00000138336	TET1
ENSG00000138346	DNA2
ENSG00000138347	MYPN
ENSG00000138378	STAT4
ENSG00000138379	MSTN
ENSG00000138386	NAB1
ENSG00000138395	CDK15
ENSG00000138411	HECW2
ENSG00000138439	FAM117B
ENSG00000138443	ABI2
ENSG00000138448	ITGAV
ENSG00000138472	GUCA1C
ENSG00000138593	SECISBP2L
ENSG00000138594	TMOD3
ENSG00000138600	SPPL2A
ENSG00000138606	SHF
ENSG00000138613	APH1B
ENSG00000138615	CILP
ENSG00000138622	HCN4
ENSG00000138623	SEMA7A
ENSG00000138639	ARHGAP24
ENSG00000138640	FAM13A
ENSG00000138641	HERC3
ENSG00000138642	HERC6
ENSG00000138646	HERC5
ENSG00000138650	PCDH10
ENSG00000138653	NDST4
ENSG00000138668	HNRNPD
ENSG00000138669	PRKG2
ENSG00000138670	RASGEF1B
ENSG00000138674	SEC31A
ENSG00000138675	FGF5
ENSG00000138678	GPAT3
ENSG00000138685	FGF2
ENSG00000138696	BMPR1B
ENSG00000138709	LARP1B
ENSG00000138735	PDE5A
ENSG00000138741	TRPC3
ENSG00000138757	G3BP2
ENSG00000138758	SEPT11
ENSG00000138764	CCNG2
ENSG00000138767	CNOT6L
ENSG00000138769	CDKL2
ENSG00000138771	SHROOM3
ENSG00000138772	ANXA3
ENSG00000138777	PPA2
ENSG00000138794	CASP6
ENSG00000138795	LEF1
ENSG00000138801	PAPSS1
ENSG00000138802	SEC24B
ENSG00000138814	PPP3CA
ENSG00000138821	SLC39A8
ENSG00000138829	FBN2
ENSG00000138834	MAPK8IP3
ENSG00000138892	TTLL8
ENSG00000138942	RNF185
ENSG00000139044	B4GALNT3
ENSG00000139083	ETV6
ENSG00000139112	GABARAPL1
ENSG00000139116	KIF21A
ENSG00000139117	CPNE8
ENSG00000139132	FGD4
ENSG00000139144	PIK3C2G
ENSG00000139155	SLCO1C1
ENSG00000139163	ETNK1
ENSG00000139174	PRICKLE1
ENSG00000139182	CLSTN3
ENSG00000139190	VAMP1
ENSG00000139194	RBP5
ENSG00000139197	PEX5
ENSG00000139209	SLC38A4
ENSG00000139220	PPFIA2
ENSG00000139223	ANP32D
ENSG00000139263	LRIG3
ENSG00000139269	INHBE
ENSG00000139278	GLIPR1
ENSG00000139287	TPH2
ENSG00000139292	LGR5
ENSG00000139318	DUSP6
ENSG00000139323	POC1B
ENSG00000139329	LUM
ENSG00000139330	KERA
ENSG00000139354	GAS2L3
ENSG00000139364	TMEM132B
ENSG00000139370	SLC15A4
ENSG00000139433	GLTP
ENSG00000139436	GIT2
ENSG00000139505	MTMR6
ENSG00000139508	SLC46A3
ENSG00000139514	SLC7A1
ENSG00000139517	LNX2
ENSG00000139546	TARBP2
ENSG00000139547	RDH16
ENSG00000139549	DHH
ENSG00000139567	ACVRL1
ENSG00000139579	NABP2
ENSG00000139613	SMARCC2
ENSG00000139624	CERS5
ENSG00000139625	MAP3K12
ENSG00000139626	ITGB7
ENSG00000139629	GALNT6
ENSG00000139636	LMBR1L
ENSG00000139641	ESYT1
ENSG00000139645	ANKRD52
ENSG00000139668	WDFY2
ENSG00000139675	HNRNPA1L2
ENSG00000139679	LPAR6
ENSG00000139722	VPS37B
ENSG00000139734	DIAPH3
ENSG00000139746	RBM26
ENSG00000139793	MBNL2
ENSG00000139800	ZIC5
ENSG00000139842	CUL4A
ENSG00000139874	SSTR1
ENSG00000139880	CDH24
ENSG00000139890	REM2
ENSG00000139899	CBLN3
ENSG00000139910	NOVA1
ENSG00000139914	FITM1
ENSG00000139915	MDGA2
ENSG00000139921	TMX1
ENSG00000139926	FRMD6
ENSG00000139946	PELI2
ENSG00000139973	SYT16
ENSG00000139985	ADAM21
ENSG00000139988	RDH12
ENSG00000140009	ESR2
ENSG00000140015	KCNH5
ENSG00000140022	STON2
ENSG00000140044	JDP2
ENSG00000140090	SLC24A4
ENSG00000140092	FBLN5
ENSG00000140093	SERPINA10
ENSG00000140107	SLC25A47
ENSG00000140153	WDR20
ENSG00000140157	NIPA2
ENSG00000140199	SLC12A6
ENSG00000140262	TCF12
ENSG00000140280	LYSMD2
ENSG00000140284	SLC27A2
ENSG00000140285	FGF7
ENSG00000140297	GCNT3
ENSG00000140299	BNIP2
ENSG00000140323	DISP2
ENSG00000140332	TLE3
ENSG00000140350	ANP32A
ENSG00000140367	UBE2Q2
ENSG00000140368	PSTPIP1
ENSG00000140382	HMG20A
ENSG00000140391	TSPAN3
ENSG00000140396	NCOA2
ENSG00000140403	DNAJA4
ENSG00000140416	TPM1
ENSG00000140443	IGF1R
ENSG00000140450	ARRDC4
ENSG00000140455	USP3
ENSG00000140459	CYP11A1
ENSG00000140470	ADAMTS17
ENSG00000140479	PCSK6
ENSG00000140488	CELF6
ENSG00000140497	SCAMP2
ENSG00000140506	LMAN1L
ENSG00000140519	RHCG
ENSG00000140522	RLBP1
ENSG00000140538	NTRK3
ENSG00000140545	MFGE8
ENSG00000140548	ZNF710
ENSG00000140557	ST8SIA2
ENSG00000140563	MCTP2
ENSG00000140564	FURIN
ENSG00000140575	IQGAP1
ENSG00000140577	CRTC3
ENSG00000140600	SH3GL3
ENSG00000140612	SEC11A
ENSG00000140623	SEPT12
ENSG00000140650	PMM2
ENSG00000140675	SLC5A2
ENSG00000140678	ITGAX
ENSG00000140682	TGFB1I1
ENSG00000140750	ARHGAP17
ENSG00000140807	NKD1
ENSG00000140835	CHST4
ENSG00000140836	ZFHX3
ENSG00000140848	CPNE2
ENSG00000140853	NLRC5
ENSG00000140859	KIFC3
ENSG00000140873	ADAMTS18
ENSG00000140937	CDH11
ENSG00000140941	MAP1LC3B
ENSG00000140945	CDH13
ENSG00000140955	ADAD2
ENSG00000140961	OSGIN1
ENSG00000140968	IRF8
ENSG00000140983	RHOT2
ENSG00000140986	RPL3L
ENSG00000140987	ZSCAN32
ENSG00000140988	RPS2
ENSG00000141012	GALNS
ENSG00000141027	NCOR1
ENSG00000141040	ZNF287
ENSG00000141052	MYOCD
ENSG00000141068	KSR1
ENSG00000141084	RANBP10
ENSG00000141086	CTRL
ENSG00000141096	DPEP3
ENSG00000141098	GFOD2
ENSG00000141127	PRPSAP2
ENSG00000141232	TOB1
ENSG00000141258	SGSM2
ENSG00000141293	SKAP1
ENSG00000141295	SCRN2
ENSG00000141298	SSH2
ENSG00000141314	RHBDL3
ENSG00000141316	SPACA3
ENSG00000141337	ARSG
ENSG00000141349	G6PC3
ENSG00000141367	CLTC
ENSG00000141384	TAF4B
ENSG00000141391	PRELID3A
ENSG00000141401	IMPA2
ENSG00000141404	GNAL
ENSG00000141424	SLC39A6
ENSG00000141425	RPRD1A
ENSG00000141441	GAREM1
ENSG00000141446	ESCO1
ENSG00000141447	OSBPL1A
ENSG00000141448	GATA6
ENSG00000141449	GREB1L
ENSG00000141458	NPC1
ENSG00000141480	ARRB2
ENSG00000141485	SLC13A5
ENSG00000141503	MINK1
ENSG00000141510	TP53
ENSG00000141522	ARHGDIA
ENSG00000141524	TMC6
ENSG00000141526	SLC16A3
ENSG00000141527	CARD14
ENSG00000141540	TTYH2
ENSG00000141542	RAB40B
ENSG00000141551	CSNK1D
ENSG00000141562	NARF
ENSG00000141568	FOXK2
ENSG00000141576	RNF157
ENSG00000141622	RNF165
ENSG00000141639	MAPK4
ENSG00000141668	CBLN2
ENSG00000141696	P3H4
ENSG00000141698	NT5C3B
ENSG00000141699	FAM134C
ENSG00000141736	ERBB2
ENSG00000141738	GRB7
ENSG00000141744	PNMT
ENSG00000141748	ARL5C
ENSG00000141750	STAC2
ENSG00000141753	IGFBP4
ENSG00000141756	FKBP10
ENSG00000141837	CACNA1A
ENSG00000141867	BRD4
ENSG00000141873	SLC39A3
ENSG00000141905	NFIC
ENSG00000141934	PLPP2
ENSG00000141959	PFKL
ENSG00000141965	FEM1A
ENSG00000141968	VAV1
ENSG00000141971	MVB12A
ENSG00000141977	CIB3
ENSG00000141985	SH3GL1
ENSG00000142002	DPP9
ENSG00000142065	ZFP14
ENSG00000142173	COL6A2
ENSG00000142178	SIK1
ENSG00000142185	TRPM2
ENSG00000142188	TMEM50B
ENSG00000142192	APP
ENSG00000142197	DOPEY2
ENSG00000142208	AKT1
ENSG00000142235	LMTK3
ENSG00000142273	CBLC
ENSG00000142279	WTIP
ENSG00000142303	ADAMTS10
ENSG00000142319	SLC6A3
ENSG00000142327	RNPEPL1
ENSG00000142347	MYO1F
ENSG00000142405	NLRP12
ENSG00000142408	CACNG8
ENSG00000142449	FBN3
ENSG00000142459	EVI5L
ENSG00000142513	ACPT
ENSG00000142528	ZNF473
ENSG00000142539	CTD-2545M3.6
ENSG00000142552	RCN3
ENSG00000142583	SLC2A5
ENSG00000142599	RERE
ENSG00000142606	MMEL1
ENSG00000142611	PRDM16
ENSG00000142627	EPHA2
ENSG00000142632	ARHGEF19
ENSG00000142634	EFHD2
ENSG00000142661	MYOM3
ENSG00000142669	SH3BGRL3
ENSG00000142675	CNKSR1
ENSG00000142687	KIAA0319L
ENSG00000142733	MAP3K6
ENSG00000142765	SYTL1
ENSG00000142864	SERBP1
ENSG00000142871	CYR61
ENSG00000142875	PRKACB
ENSG00000142910	TINAGL1
ENSG00000142920	AZIN2
ENSG00000142945	KIF2C
ENSG00000142949	PTPRF
ENSG00000142959	BEST4
ENSG00000142961	MOB3C
ENSG00000142973	CYP4B1
ENSG00000143028	SYPL2
ENSG00000143032	BARHL2
ENSG00000143033	MTF2
ENSG00000143036	SLC44A3
ENSG00000143079	CTTNBP2NL
ENSG00000143093	STRIP1
ENSG00000143105	KCNA10
ENSG00000143119	CD53
ENSG00000143126	CELSR2
ENSG00000143127	ITGA10
ENSG00000143153	ATP1B1
ENSG00000143167	GPA33
ENSG00000143171	RXRG
ENSG00000143178	TBX19
ENSG00000143179	UCK2
ENSG00000143190	POU2F1
ENSG00000143217	NECTIN4
ENSG00000143257	NR1I3
ENSG00000143258	USP21
ENSG00000143318	CASQ1
ENSG00000143319	ISG20L2
ENSG00000143320	CRABP2
ENSG00000143322	ABL2
ENSG00000143344	RGL1
ENSG00000143355	LHX9
ENSG00000143363	PRUNE1
ENSG00000143365	RORC
ENSG00000143373	ZNF687
ENSG00000143374	TARS2
ENSG00000143375	CGN
ENSG00000143382	ADAMTSL4
ENSG00000143398	PIP5K1A
ENSG00000143401	ANP32E
ENSG00000143409	FAM63A
ENSG00000143418	CERS2
ENSG00000143420	ENSA
ENSG00000143434	SEMA6C
ENSG00000143437	ARNT
ENSG00000143442	POGZ
ENSG00000143450	OAZ3
ENSG00000143457	GOLPH3L
ENSG00000143458	GABPB2
ENSG00000143469	SYT14
ENSG00000143473	KCNH1
ENSG00000143479	DYRK3
ENSG00000143494	VASH2
ENSG00000143499	SMYD2
ENSG00000143512	HHIPL2
ENSG00000143514	TP53BP2
ENSG00000143515	ATP8B2
ENSG00000143537	ADAM15
ENSG00000143549	TPM3
ENSG00000143552	NUP210L
ENSG00000143554	SLC27A3
ENSG00000143569	UBAP2L
ENSG00000143570	SLC39A1
ENSG00000143578	CREB3L4
ENSG00000143590	EFNA3
ENSG00000143595	AQP10
ENSG00000143603	KCNN3
ENSG00000143614	GATAD2B
ENSG00000143622	RIT1
ENSG00000143630	HCN3
ENSG00000143632	ACTA1
ENSG00000143641	GALNT2
ENSG00000143674	RP5-862P8.2
ENSG00000143753	DEGS1
ENSG00000143761	ARF1
ENSG00000143772	ITPKB
ENSG00000143776	CDC42BPA
ENSG00000143786	CNIH3
ENSG00000143797	MBOAT2
ENSG00000143801	PSEN2
ENSG00000143815	LBR
ENSG00000143816	WNT9A
ENSG00000143839	REN
ENSG00000143842	SOX13
ENSG00000143845	ETNK2
ENSG00000143847	PPFIA4
ENSG00000143850	PLEKHA6
ENSG00000143851	PTPN7
ENSG00000143858	SYT2
ENSG00000143862	ARL8A
ENSG00000143867	OSR1
ENSG00000143869	GDF7
ENSG00000143882	ATP6V1C2
ENSG00000143889	HNRNPLL
ENSG00000143924	EML4
ENSG00000143933	CALM2
