,ALDH3A1,AQP1,ATP6V0E1,BCAM,CCL19,CCL26,CCT7,CDC42EP4,CHGB,CYBA,EEF1A2,EZR,FXYD5,GSTO1,HSP90AB1,HSPA5,HSPH1,LAMC2,MT2A,NDUFA4,NSDHL,OAF,PFDN2,PLA2G4A,PPDPF,PSMB3,PYGL,ROMO1,RPL13,RPL35,RPL36AL,SERPINE1,SF3B5,SMS,SPINK6,SQLE,SSR3,TCEAL4,TMED10,TNFRSF12A,class
GSM1607786,0.001208425,0.010689389,-0.050422954,-0.005381659,0.012019609,-0.081476447,-0.003653709,0.020877731,-0.00301082,-0.002666958,-0.040432932,-0.016628002,-0.002673432,0.015885333,0.003075292,0.000204478,-0.00793127,0.000148914,-0.003561695,-0.047508353,-0.063958677,-0.030582298,0.010384218,0.02336471,-0.005576592,-0.01836364,-0.005484224,0.047448321,-0.000962172,0.000444449,-0.019672712,0.000852194,0.014134116,-0.011340262,0.03470993,-0.00017439,-0.011832608,-0.04073318,0.00709631,-0.018726269,1
GSM1607787,0.00142288,0.010566078,-0.047361709,-0.005108566,0.011584089,-0.086919602,-0.003855191,0.023569057,-0.003055859,-0.002831184,-0.042162084,-0.015549061,-0.002871792,0.015421311,0.003365477,0.000202248,-0.008154664,0.000138981,-0.003164976,-0.046352394,-0.064896204,-0.029989502,0.010736339,0.023513029,-0.005892116,-0.019777603,-0.004869581,0.047226887,-0.000964676,0.000460577,-0.019287985,0.000827087,0.014241781,-0.012005695,0.034487875,-0.000142794,-0.011651447,-0.040052408,0.006280299,-0.017469019,1
GSM1607788,0.001209342,0.010984642,-0.051582,-0.005538503,0.012792566,-0.079787693,-0.003730864,0.022924498,-0.003170676,-0.002900919,-0.045332555,-0.016230858,-0.002753521,0.016331022,0.003124296,0.000205211,-0.007835325,0.000115245,-0.002939021,-0.047747166,-0.057821037,-0.032133739,0.010355795,0.021177565,-0.005499969,-0.018787629,-0.005774094,0.050183295,-0.000960697,0.000450474,-0.020915787,0.000816447,0.013891979,-0.011615995,0.047509945,-0.000167801,-0.011329054,-0.043208626,0.007041362,-0.018025975,1
GSM1607789,0.001024985,0.011566248,-0.051541604,-0.005104016,0.014954912,-0.078654189,-0.003618952,0.021267039,-0.003107237,-0.002825479,-0.040501677,-0.016512007,-0.002925249,0.015789879,0.002965316,0.000196511,-0.007480502,0.000153688,-0.003304118,-0.046959411,-0.055408676,-0.030319195,0.010425613,0.023806384,-0.005779421,-0.018235519,-0.005834076,0.046240881,-0.000952124,0.000437883,-0.020790809,0.000946627,0.01348874,-0.011692342,0.047383741,-0.000168071,-0.011456132,-0.043786244,0.007540278,-0.021467458,1
GSM1607790,0.0009353,0.010683862,-0.049404037,-0.005261742,0.011733553,-0.083623992,-0.003915669,0.020816403,-0.003145231,-0.002664431,-0.039118629,-0.016265972,-0.002996118,0.01568154,0.003201223,0.000193162,-0.008318589,0.000152982,-0.003360479,-0.048839874,-0.058513351,-0.031773106,0.010616316,0.022813546,-0.006014131,-0.019849542,-0.006017844,0.050165026,-0.000959988,0.000446085,-0.020920647,0.000989934,0.014120085,-0.013451786,0.040078178,-0.000167471,-0.011338717,-0.040476417,0.006551077,-0.021293791,1
GSM1607791,0.001053846,0.011509635,-0.048439153,-0.005180676,0.017957026,-0.078963053,-0.003676076,0.023996798,-0.003073566,-0.002962625,-0.03754719,-0.016150353,-0.003018435,0.016060918,0.003211873,0.000193735,-0.008239113,0.000142567,-0.00359942,-0.046857984,-0.057245242,-0.032769688,0.010338395,0.021872204,-0.00560844,-0.019441352,-0.005225484,0.047114121,-0.00096333,0.000448483,-0.020150025,0.000933865,0.014127619,-0.011995077,0.034214473,-0.000147195,-0.011298791,-0.041867608,0.00625639,-0.020148233,1
GSM1607793,0.000980371,0.011104123,-0.050136714,-0.004989569,0.012414341,-0.079126116,-0.003615121,0.021591125,-0.003220479,-0.002914054,-0.050934791,-0.015892484,-0.002718788,0.01595037,0.003091617,0.000173495,-0.007946721,0.000106028,-0.003208261,-0.048451362,-0.057289466,-0.033920302,0.010418786,0.021485199,-0.005395303,-0.01946722,-0.00583196,0.049027618,-0.000964617,0.00045502,-0.021037676,0.000844515,0.013752104,-0.012403481,0.034218606,-0.000144631,-0.011106315,-0.04262972,0.006580511,-0.019172691,1
GSM1607794,0.001316515,0.010706882,-0.050073736,-0.004999132,0.013242509,-0.080468079,-0.00370989,0.023137901,-0.003128939,-0.002663258,-0.041514031,-0.016238802,-0.002622252,0.016197363,0.002988546,0.000188652,-0.00730216,0.000117433,-0.002871006,-0.048852427,-0.057123409,-0.028928866,0.010033752,0.022558257,-0.005492901,-0.018431909,-0.004878569,0.046344181,-0.000965218,0.000453551,-0.019842302,0.000720129,0.014628757,-0.011878848,0.033805962,-0.000155443,-0.011090305,-0.039964609,0.006639891,-0.01726202,1
GSM1607796,0.001422122,0.010898945,-0.052694263,-0.005015219,0.012851325,-0.083672686,-0.003886385,0.021936175,-0.003086016,-0.002592432,-0.044019463,-0.015189775,-0.002435175,0.015588228,0.002979251,0.000187814,-0.007707495,0.000113693,-0.002833524,-0.046862379,-0.057586858,-0.027845344,0.010165879,0.021888732,-0.00526943,-0.01870162,-0.005733087,0.050506018,-0.000959078,0.000443403,-0.020671416,0.000780181,0.012955729,-0.011971738,0.033994562,-0.00015632,-0.011988816,-0.04188772,0.006723429,-0.016443167,1
GSM1607797,0.00119418,0.010626647,-0.049704384,-0.005233253,0.012769848,-0.078455011,-0.003844365,0.02058708,-0.003543444,-0.002713998,-0.038515339,-0.015564199,-0.002812267,0.016359158,0.002985603,0.000190044,-0.007427165,0.000133806,-0.003520013,-0.047081265,-0.055550822,-0.033918236,0.010368625,0.022518413,-0.005626538,-0.020353528,-0.006373612,0.050140782,-0.000965993,0.000462555,-0.02165148,0.000855053,0.013384827,-0.012032748,0.036187453,-0.00016415,-0.011729233,-0.043220035,0.006955853,-0.020165887,1
GSM1607798,0.001222854,0.010717129,-0.051037778,-0.005114562,0.014228409,-0.081309994,-0.003687236,0.021674141,-0.003021103,-0.002680039,-0.04640288,-0.016077631,-0.002885872,0.01609792,0.003070475,0.000195062,-0.007868775,0.000129177,-0.003131484,-0.047462844,-0.05867158,-0.031089484,0.010314544,0.02250235,-0.005812432,-0.019359288,-0.005760295,0.049586608,-0.000958436,0.000446154,-0.020607896,0.000936585,0.014146913,-0.011829651,0.036075316,-0.000150215,-0.011240721,-0.040503474,0.006633454,-0.019401499,1
GSM1607800,0.00134534,0.010724776,-0.052816398,-0.004887828,0.016184421,-0.083756513,-0.003693848,0.021105002,-0.003020401,-0.002858707,-0.046366926,-0.015941393,-0.002608548,0.01653772,0.00282502,0.00018754,-0.007079086,0.000103093,-0.00295108,-0.049235997,-0.062077799,-0.028687425,0.010672296,0.023745133,-0.00577855,-0.018979473,-0.005477337,0.051806013,-0.000943511,0.000455155,-0.021066467,0.000678171,0.014980399,-0.010893626,0.035808192,-0.000150381,-0.011063798,-0.039457897,0.006487603,-0.015487434,1
GSM1607802,0.000821109,0.010707716,-0.050635815,-0.005028431,0.012213828,-0.080229459,-0.003969635,0.021513557,-0.003737721,-0.002791511,-0.041030813,-0.016437718,-0.003187465,0.016495601,0.003206705,0.000189873,-0.008594255,0.000160317,-0.003958468,-0.049124994,-0.057614263,-0.030189177,0.010593441,0.02448368,-0.005230236,-0.018274155,-0.005999758,0.046973904,-0.000996917,0.000440935,-0.020660749,0.001058114,0.013705461,-0.012943309,0.035613905,-0.000151703,-0.012369634,-0.04106487,0.006857,-0.02176707,1
GSM1607804,0.000972195,0.010842801,-0.048694597,-0.005016955,0.011906848,-0.081832973,-0.003467813,0.021637461,-0.00299002,-0.002325567,-0.039237732,-0.016702312,-0.002934476,0.015178669,0.002948584,0.00019365,-0.007858159,0.000138196,-0.003382288,-0.048476862,-0.057689225,-0.029442756,0.010814615,0.021683173,-0.004996285,-0.018672761,-0.006058359,0.047936945,-0.00095612,0.000464373,-0.020228871,0.000925433,0.013377458,-0.012880809,0.05180848,-0.00017255,-0.011714606,-0.042135329,0.007312228,-0.018269485,1
GSM1607805,0.001271183,0.011071753,-0.049062005,-0.005262056,0.013709217,-0.078702155,-0.003595076,0.023321237,-0.003086221,-0.002708532,-0.042023524,-0.015554798,-0.002834001,0.015485055,0.003169754,0.000198616,-0.007514421,0.000108955,-0.002982054,-0.047152529,-0.055684168,-0.029451259,0.010247398,0.024033728,-0.005427054,-0.018852097,-0.005273214,0.046683771,-0.00096563,0.00043737,-0.019918234,0.000796021,0.013989677,-0.011473255,0.036859092,-0.000139884,-0.011216412,-0.042161716,0.006689563,-0.016923833,1
GSM1607807,0.001091923,0.011875311,-0.047026282,-0.005337868,0.016232533,-0.078466349,-0.003489442,0.02378972,-0.003018445,-0.00290005,-0.040907329,-0.016458212,-0.003019663,0.015338944,0.003191767,0.000191314,-0.007510175,0.000122022,-0.003706571,-0.046579016,-0.055630593,-0.032113348,0.010309863,0.021285767,-0.005365125,-0.018565733,-0.004908251,0.048060716,-0.000947763,0.000451544,-0.01965051,0.000945235,0.014723086,-0.011813666,0.034716918,-0.000138592,-0.011265644,-0.04148739,0.006107924,-0.019675968,1
GSM1607808,0.001086034,0.010626849,-0.051788364,-0.00516787,0.011584266,-0.080265029,-0.00365661,0.021361387,-0.003045504,-0.00279378,-0.037875184,-0.016462921,-0.002973949,0.015793812,0.003209575,0.000187112,-0.008512745,0.000133081,-0.003620243,-0.047032151,-0.057068933,-0.029912275,0.010158091,0.024059385,-0.006087776,-0.019197782,-0.006119331,0.047597661,-0.000973252,0.000459492,-0.020566466,0.000859589,0.013491681,-0.01205027,0.036589316,-0.000149921,-0.011707927,-0.043575304,0.006630426,-0.020422462,1
GSM1607809,0.001201699,0.010984331,-0.051787501,-0.005114528,0.01218354,-0.078942096,-0.003808429,0.020601378,-0.00303638,-0.002733275,-0.049503748,-0.015912172,-0.002635856,0.016070677,0.002979345,0.000190386,-0.007747296,0.000126952,-0.003228626,-0.048135012,-0.0620833,-0.02972344,0.010708106,0.024358943,-0.005496532,-0.019405607,-0.005952044,0.053030621,-0.000982033,0.00044951,-0.021226588,0.000830075,0.015034395,-0.011138392,0.052139897,-0.000158074,-0.011702361,-0.040141699,0.006583334,-0.020558682,1
GSM1607810,0.001042591,0.010822636,-0.051854451,-0.004953479,0.013348949,-0.080183284,-0.003575959,0.024358301,-0.00358785,-0.002736869,-0.042166139,-0.016255293,-0.003308151,0.01580236,0.003116372,0.000191138,-0.007649903,0.000118492,-0.003104493,-0.047948392,-0.058669674,-0.029948706,0.010470035,0.022835432,-0.005160502,-0.019494803,-0.00521269,0.047904993,-0.000962736,0.000452133,-0.019250212,0.000899075,0.013897858,-0.01218822,0.03480551,-0.000171745,-0.011493647,-0.041128898,0.006146245,-0.019010877,1
GSM1607811,0.001162667,0.010732522,-0.04788854,-0.005098498,0.011929955,-0.078340167,-0.003886668,0.022216521,-0.00298321,-0.002573411,-0.047051126,-0.015486297,-0.002696549,0.016051368,0.003151367,0.0001837,-0.008232399,0.000134371,-0.003512873,-0.047464387,-0.058508566,-0.029631376,0.010715643,0.024197755,-0.005496346,-0.019160684,-0.006081908,0.047965771,-0.000995266,0.000447827,-0.020161741,0.000875208,0.013276274,-0.01194174,0.042693429,-0.000160094,-0.010982738,-0.039494602,0.00661625,-0.019677266,1
GSM1607812,0.001379257,0.01075266,-0.051782203,-0.005141108,0.011816094,-0.080242999,-0.003767742,0.021116426,-0.002993081,-0.002581145,-0.039330433,-0.015842012,-0.002901288,0.017438266,0.003182988,0.000192024,-0.007902506,0.000125026,-0.003330924,-0.050164804,-0.057781417,-0.032219197,0.010329951,0.026137671,-0.00503802,-0.019474777,-0.005646927,0.047191952,-0.000971967,0.000443957,-0.019667073,0.000762612,0.014268209,-0.012412954,0.035349937,-0.00015469,-0.011719582,-0.040638324,0.006520403,-0.017905468,1
GSM1607813,0.001331887,0.010846398,-0.048253505,-0.00499703,0.013744895,-0.082423728,-0.00337594,0.021978006,-0.002982814,-0.002701277,-0.040850749,-0.016724523,-0.002947125,0.016140849,0.002822513,0.000198323,-0.007086006,0.000113686,-0.003120586,-0.047533764,-0.061575438,-0.028643782,0.010534428,0.021365274,-0.005441966,-0.019243341,-0.005394566,0.049727813,-0.000944294,0.000462312,-0.020326388,0.000754151,0.014669431,-0.010962999,0.041415788,-0.000141182,-0.011103457,-0.039804898,0.005667657,-0.017920703,1
GSM1607814,0.001198872,0.010890322,-0.050950834,-0.005080978,0.011796867,-0.084187672,-0.003791064,0.021844286,-0.003114389,-0.002687711,-0.04378662,-0.015967658,-0.002840556,0.01473084,0.003182773,0.000226643,-0.008420702,0.000157722,-0.003868609,-0.0483446,-0.054359205,-0.031296559,0.010360552,0.021961489,-0.005551525,-0.01802112,-0.006038714,0.048236591,-0.000956955,0.000453517,-0.020257805,0.001073093,0.013802662,-0.012704362,0.047388235,-0.000153402,-0.011982638,-0.040801736,0.007459927,-0.020892365,1
GSM1607815,0.00110453,0.010749952,-0.048184254,-0.005010817,0.012478442,-0.081621343,-0.003600282,0.02222328,-0.003052822,-0.002862078,-0.056374938,-0.016835494,-0.002966698,0.015575098,0.002926521,0.000198517,-0.007486767,0.000135399,-0.003186727,-0.0459315,-0.060415764,-0.033241856,0.010403221,0.02284851,-0.005342806,-0.019440982,-0.005485768,0.04879383,-0.000962116,0.000463306,-0.020287036,0.00085657,0.014177924,-0.012482604,0.034602906,-0.000162446,-0.011621683,-0.042058296,0.00660029,-0.019741009,1
GSM1607816,0.000748872,0.012013104,-0.050929546,-0.005079059,0.013626171,-0.07922181,-0.003554393,0.020248582,-0.00394723,-0.002998405,-0.061521058,-0.015327679,-0.003029806,0.01680759,0.003028117,0.000196542,-0.007354925,0.000133597,-0.003663985,-0.047057443,-0.053247915,-0.034354971,0.010289417,0.022179145,-0.005870068,-0.01815672,-0.005320549,0.048056549,-0.000969543,0.000452259,-0.020301546,0.000901705,0.013843731,-0.011897947,0.035311901,-0.000134602,-0.011163932,-0.042763802,0.00691568,-0.019339581,1
GSM1607818,0.001139455,0.010765544,-0.049402548,-0.005677655,0.015511261,-0.079013015,-0.003865031,0.024078075,-0.003055438,-0.002795389,-0.043623637,-0.015858175,-0.002720012,0.015939128,0.003219321,0.000198165,-0.008211996,0.000116936,-0.002952511,-0.047115458,-0.056265244,-0.03107512,0.009954241,0.021728745,-0.005543085,-0.018555814,-0.005000284,0.04966775,-0.000964576,0.000444496,-0.020138639,0.000850119,0.013947222,-0.012034275,0.034845373,-0.000154458,-0.011461011,-0.042059567,0.006803668,-0.016529291,1
GSM1607819,0.001333904,0.011019054,-0.048298638,-0.005205638,0.013113054,-0.088146258,-0.003767022,0.023185478,-0.003031734,-0.002587281,-0.039033396,-0.01565731,-0.002760027,0.016965668,0.003059869,0.000192627,-0.008164486,0.000161427,-0.003852104,-0.045967943,-0.058929269,-0.031498467,0.010358343,0.022418479,-0.005777827,-0.019050229,-0.006165627,0.04737541,-0.000965256,0.000458012,-0.020730618,0.001104479,0.013337207,-0.012012355,0.035243909,-0.000163193,-0.011789063,-0.045594873,0.006763929,-0.020889756,1
GSM1607820,0.001402253,0.0107828,-0.051283965,-0.005087135,0.011956406,-0.080313373,-0.003765976,0.021258539,-0.00301785,-0.002548514,-0.038083607,-0.01585254,-0.002931877,0.017358277,0.003150448,0.000191341,-0.007751727,0.000125231,-0.003324225,-0.049693883,-0.058041128,-0.031818709,0.010587299,0.025896447,-0.005078812,-0.019660957,-0.005686519,0.047023879,-0.00096263,0.000435659,-0.019667713,0.000755379,0.014050918,-0.012413594,0.035084715,-0.000153458,-0.011851306,-0.040557616,0.006512432,-0.017757243,1
GSM1607821,0.001442158,0.01107368,-0.050678988,-0.005032524,0.013095957,-0.083375391,-0.003683735,0.022507249,-0.003206349,-0.002627399,-0.049071534,-0.016325212,-0.002675099,0.016675436,0.002941786,0.000185601,-0.007194033,0.000114012,-0.002875794,-0.046895242,-0.059107781,-0.028481839,0.010309347,0.02253534,-0.005829289,-0.018409269,-0.005781502,0.047578922,-0.00095902,0.000446161,-0.0203925,0.000738348,0.014468001,-0.011633159,0.034107075,-0.000150896,-0.011340807,-0.041731937,0.006657091,-0.016713375,1
GSM1607822,0.000930472,0.011226417,-0.051612651,-0.005324652,0.012619844,-0.080485123,-0.003539857,0.024849414,-0.003246369,-0.002816263,-0.040521911,-0.015876884,-0.002718542,0.016913949,0.003138542,0.000197371,-0.008381099,0.000153031,-0.003494468,-0.045516859,-0.055288848,-0.031762039,0.010602532,0.022762889,-0.005529605,-0.019304446,-0.005466194,0.047420085,-0.000970264,0.000454262,-0.019616312,0.00085347,0.013887026,-0.011908749,0.049999633,-0.000142431,-0.01145282,-0.042463936,0.006842389,-0.019424844,1
GSM1607823,0.001120083,0.011040478,-0.051069373,-0.004986478,0.01659642,-0.083346856,-0.003760666,0.022277519,-0.004049553,-0.002928282,-0.047947183,-0.016206138,-0.003144039,0.016897087,0.003015078,0.00019788,-0.007873325,0.00012165,-0.003488691,-0.047106707,-0.056937656,-0.032262486,0.010116566,0.022529069,-0.005517749,-0.019245019,-0.005530395,0.045727882,-0.000965091,0.000458942,-0.02050636,0.000900578,0.013706378,-0.012208951,0.034031675,-0.000147621,-0.01143855,-0.0404273,0.006632646,-0.020642046,1
GSM1607826,0.00111246,0.01100387,-0.05019506,-0.00534726,0.015068714,-0.080378225,-0.003423224,0.021682452,-0.003517999,-0.002762245,-0.053033477,-0.016524566,-0.003002347,0.016840075,0.003053652,0.000200652,-0.007607795,0.000114004,-0.00358889,-0.047088483,-0.057069457,-0.033442651,0.010391255,0.020875422,-0.005149083,-0.019238216,-0.005657022,0.049351265,-0.000964688,0.000450476,-0.020463337,0.000783389,0.013820321,-0.011536703,0.047483547,-0.000139176,-0.011286721,-0.040981908,0.005962711,-0.016965945,1
GSM1607827,0.001135805,0.010821054,-0.049069248,-0.005172286,0.012593888,-0.077993781,-0.003734873,0.024833261,-0.003140944,-0.00279675,-0.046971632,-0.016150588,-0.00268317,0.015754667,0.003073394,0.000203668,-0.007644831,0.000119165,-0.002962932,-0.04870636,-0.053988851,-0.030720257,0.010716253,0.024312495,-0.005548014,-0.018828803,-0.004917409,0.050879016,-0.000958076,0.00045375,-0.019311066,0.000791955,0.014076185,-0.012032602,0.034749672,-0.000150916,-0.011327922,-0.040091696,0.006362721,-0.017132537,1
GSM1607828,0.001300547,0.010993977,-0.051868439,-0.005148009,0.012321408,-0.079878152,-0.00368404,0.020453977,-0.002952821,-0.002571113,-0.039868549,-0.015883076,-0.002854561,0.016679806,0.003072342,0.000186507,-0.007998773,0.000130585,-0.003497232,-0.047571796,-0.057529828,-0.031906416,0.010215801,0.023145246,-0.005584314,-0.018814734,-0.006240552,0.046473176,-0.000946722,0.000439436,-0.021101188,0.00085708,0.013300888,-0.012218968,0.036504649,-0.000160483,-0.011386523,-0.042712114,0.006829066,-0.02027313,1
GSM1607830,0.001468409,0.010756427,-0.049988195,-0.005166999,0.012413973,-0.086704656,-0.004060815,0.022317054,-0.003039619,-0.002361419,-0.036166402,-0.01541986,-0.002512827,0.015297062,0.003115303,0.000183714,-0.008551671,0.000121661,-0.002694319,-0.048600433,-0.059284295,-0.028140739,0.010017414,0.024966753,-0.005300146,-0.02039706,-0.005712063,0.049101642,-0.000948921,0.00046145,-0.0201792,0.000960385,0.013284066,-0.011575437,0.034354307,-0.000161086,-0.010672047,-0.043343336,0.007329125,-0.017788607,1
GSM1607831,0.001378937,0.011277335,-0.049721336,-0.005074964,0.015361363,-0.079267758,-0.003741478,0.021308775,-0.003002555,-0.00260985,-0.03726466,-0.01642315,-0.002527414,0.015803795,0.002998369,0.00018531,-0.007521674,0.000106801,-0.003102282,-0.047337214,-0.060133229,-0.03013172,0.010224625,0.023488941,-0.005901119,-0.018207369,-0.005930085,0.048759225,-0.000969666,0.000445234,-0.020889546,0.000731851,0.013709915,-0.011323095,0.035215261,-0.000155566,-0.010992718,-0.041899305,0.007300275,-0.016824444,1
GSM1607833,0.001227972,0.010740207,-0.051927615,-0.005279476,0.01224927,-0.079065806,-0.003906149,0.0212464,-0.003039089,-0.00265288,-0.050708336,-0.016142108,-0.00284208,0.016548037,0.003108607,0.00019596,-0.008231382,0.000156837,-0.003775473,-0.046945957,-0.060539887,-0.031337471,0.010856405,0.02567191,-0.005755301,-0.018385972,-0.006039508,0.046345152,-0.000991833,0.000460821,-0.021039026,0.000908733,0.013557217,-0.01225725,0.049274081,-0.00018374,-0.011591041,-0.040700343,0.006819818,-0.020826139,1
GSM1607834,0.001201881,0.010863192,-0.05067264,-0.005027487,0.020180778,-0.079141034,-0.003748436,0.021366498,-0.003126248,-0.003076361,-0.040356665,-0.016157449,-0.003126039,0.015279769,0.002951639,0.00018547,-0.007554129,0.000102687,-0.002759223,-0.046778175,-0.055219059,-0.028004202,0.010154218,0.021941641,-0.005611615,-0.018629807,-0.004718553,0.047728536,-0.000963581,0.000448055,-0.020799911,0.000690057,0.013868498,-0.011725286,0.034804672,-0.000141356,-0.011227423,-0.040016332,0.00681769,-0.015239701,1
GSM1607835,0.000772583,0.010603344,-0.04970625,-0.00497709,0.011883302,-0.080836162,-0.003797149,0.020850572,-0.003146428,-0.002513833,-0.046945207,-0.016012357,-0.002963759,0.016665523,0.003185555,0.000196634,-0.007914876,0.00015625,-0.003789139,-0.047454666,-0.059054709,-0.030781162,0.010484465,0.02096523,-0.005852775,-0.019332904,-0.00562001,0.049948775,-0.001006913,0.000449712,-0.019790411,0.001067366,0.014396441,-0.012948851,0.036248413,-0.000167986,-0.011528741,-0.040051783,0.007060897,-0.020837644,1
GSM1607836,0.001259316,0.010933224,-0.050310661,-0.005185239,0.012745259,-0.078759417,-0.003870299,0.023783775,-0.002990081,-0.00297319,-0.04614554,-0.015505571,-0.003082547,0.016905784,0.003019994,0.000177602,-0.007042463,0.000134693,-0.003246426,-0.049554466,-0.06068045,-0.033999329,0.010419222,0.026495271,-0.005405065,-0.01996701,-0.00612001,0.047838199,-0.000956925,0.000445634,-0.021320194,0.000799509,0.014971284,-0.012252293,0.037534954,-0.000151049,-0.011102873,-0.040638171,0.006443816,-0.019215813,1
GSM1607837,0.000978053,0.010787086,-0.048811383,-0.005474337,0.011537345,-0.079696269,-0.003796329,0.023735685,-0.00329787,-0.002854621,-0.056103984,-0.014978411,-0.002967501,0.014963975,0.00324606,0.00021363,-0.007950676,0.000138432,-0.003317456,-0.04627291,-0.055687392,-0.030527392,0.010175746,0.022380745,-0.005417852,-0.018547307,-0.005182741,0.047065225,-0.000959977,0.000444717,-0.020113423,0.000908786,0.013856015,-0.011433472,0.036310209,-0.000154537,-0.011522444,-0.044391721,0.007704128,-0.02156572,1
GSM1607838,0.001161873,0.01071718,-0.050664676,-0.005019573,0.011647491,-0.07877418,-0.003617874,0.023779051,-0.003085704,-0.002644332,-0.037748923,-0.016110689,-0.002791874,0.016023071,0.002993462,0.000199516,-0.007659616,0.000130225,-0.003423179,-0.046727941,-0.057894519,-0.027851377,0.010639292,0.022665007,-0.005287141,-0.019170047,-0.005946223,0.046094277,-0.000950154,0.000446743,-0.020008517,0.000896823,0.013874295,-0.011778357,0.041681055,-0.000147421,-0.011898797,-0.040343068,0.006753674,-0.01890337,1
GSM1607839,0.001380966,0.01180623,-0.051671358,-0.005069157,0.014628744,-0.082010262,-0.003798748,0.021463845,-0.00323691,-0.002823029,-0.054290637,-0.015983629,-0.002660693,0.017233176,0.003199412,0.000192386,-0.008153886,0.000125019,-0.00288056,-0.048513369,-0.056932943,-0.029839589,0.010383046,0.021769862,-0.005112534,-0.018333762,-0.005253061,0.047237276,-0.000981129,0.000443867,-0.020758488,0.000789898,0.013733512,-0.012212385,0.036032321,-0.000160526,-0.01208834,-0.0434372,0.006601363,-0.017416398,1
GSM1607840,0.001293477,0.010742397,-0.052551002,-0.005049558,0.012117457,-0.080503618,-0.003592612,0.020484784,-0.003052034,-0.002618662,-0.03875727,-0.016569286,-0.00274641,0.016743239,0.002907624,0.000184331,-0.007911606,0.000120352,-0.003173088,-0.048123324,-0.059978253,-0.029532377,0.01028947,0.023160696,-0.005840376,-0.019215208,-0.006105811,0.048339139,-0.000961264,0.000446435,-0.020505618,0.00087736,0.014327149,-0.011838015,0.035122901,-0.000152626,-0.01127778,-0.041767312,0.00705643,-0.017690973,1
GSM1607842,0.001348302,0.010827131,-0.050878497,-0.005101875,0.013335045,-0.083292693,-0.003739065,0.023350194,-0.003057751,-0.00265184,-0.048901429,-0.016059117,-0.002597498,0.016690707,0.00313561,0.000192844,-0.007647329,0.00012053,-0.002980488,-0.048091533,-0.058864075,-0.032057155,0.010675784,0.021870714,-0.005441544,-0.019147097,-0.005081785,0.047311976,-0.000958951,0.000456663,-0.019841775,0.000832769,0.01426375,-0.011813256,0.035144218,-0.000148422,-0.011004489,-0.042447006,0.006353607,-0.017475357,1
GSM1607844,0.001339547,0.011143515,-0.049759966,-0.005042671,0.016735747,-0.079865772,-0.003484722,0.023788574,-0.003172916,-0.003032783,-0.040771485,-0.016582386,-0.002808632,0.014649775,0.002993441,0.00020277,-0.007844186,0.000115813,-0.002837873,-0.045655718,-0.055922777,-0.031326391,0.010153238,0.021872313,-0.005515119,-0.017826909,-0.005216129,0.046580861,-0.000961362,0.000455421,-0.020173537,0.000709316,0.013654997,-0.011801879,0.035059373,-0.000136813,-0.01139848,-0.040876982,0.007031111,-0.016081779,1
GSM1607845,0.001003326,0.010632093,-0.046143793,-0.004872855,0.012049796,-0.079471039,-0.003631566,0.022769338,-0.003059987,-0.002668394,-0.050920196,-0.016197577,-0.002962851,0.015551355,0.00324824,0.000189424,-0.007966914,0.000106248,-0.002867055,-0.045072912,-0.057751578,-0.031107851,0.01075286,0.022646551,-0.00553399,-0.019590152,-0.004507124,0.04958311,-0.000961827,0.000439118,-0.019504325,0.000792638,0.013802156,-0.012801195,0.034739886,-0.000153142,-0.01166966,-0.038427986,0.006032343,-0.015596613,1
GSM1607846,0.00131007,0.010573509,-0.051378859,-0.004960029,0.012737642,-0.080791605,-0.00375596,0.021080504,-0.003064831,-0.002684856,-0.039009607,-0.016112679,-0.002797588,0.015933084,0.002985921,0.000194577,-0.007612086,0.000113508,-0.003021811,-0.047241315,-0.058466936,-0.028676244,0.010913236,0.023071546,-0.005714061,-0.018070435,-0.005731976,0.048228137,-0.00097938,0.000439102,-0.020870261,0.000851429,0.014078544,-0.011550605,0.034806717,-0.000152489,-0.011126102,-0.041505492,0.007015008,-0.017494462,1
GSM1607847,0.001350596,0.010735675,-0.050466539,-0.004915241,0.013806824,-0.091248325,-0.003724064,0.022600987,-0.003055747,-0.002553986,-0.041964946,-0.016113829,-0.002699041,0.016277062,0.003125699,0.000189996,-0.007389915,0.000125739,-0.003167646,-0.047310895,-0.059780134,-0.031940799,0.010347796,0.023209093,-0.005362125,-0.019174957,-0.005639373,0.047909829,-0.000952259,0.000456814,-0.019995649,0.000819488,0.014031488,-0.011939906,0.034573889,-0.000161254,-0.011142618,-0.04149467,0.006567032,-0.017162726,1
GSM1607848,0.001214311,0.010930859,-0.049507725,-0.005247925,0.011285679,-0.081378992,-0.003992825,0.022700794,-0.003062396,-0.002878603,-0.046895765,-0.016278634,-0.002661787,0.015464564,0.003095919,0.000175783,-0.007875285,0.000136979,-0.003471105,-0.04648168,-0.061433704,-0.03150036,0.010328177,0.021644237,-0.005473324,-0.019623052,-0.005999867,0.051150505,-0.000993603,0.000460929,-0.020651227,0.000848324,0.014984521,-0.011349772,0.047763755,-0.000171937,-0.011092884,-0.04229783,0.006849182,-0.020157099,1
