,BCAM,BRMS1,BTG1,CAMK2N1,CDKN2A,COX8A,CTNNAL1,CXCL13,DAD1,EEF1A2,EMD,F3,FAU,GSTP1,HBEGF,HSP90AA1,HSP90AB1,IL1A,MRPL41,MT1X,NQO1,PDAP1,PPP1R14B,PSMB7,PSMC3,RPN2,RSL1D1,SBDS,SERPINE1,SMS,SPINK6,SURF4,TCEAL8,TNFRSF12A,TOMM7,TRIB3,ZMAT2,class
GSM1607797,-0.002393524,0.009392529,0.035023509,-0.050474921,0.059537864,-0.022264487,0.017026125,0.013676652,-0.044707765,-0.025774791,-0.002045784,-0.002344595,-0.003578471,0.001994646,-0.009417712,-8.78E-05,0.003051189,-0.016306659,0.020985066,-0.074903693,-0.005250195,-0.008907057,0.001655057,-0.030951217,-0.018756871,0.001786506,-0.000757705,-0.024200633,0.002506982,-0.005468247,0.027685278,0.001237842,-0.013959728,-0.031264811,-0.004588892,-0.009902149,-0.034505885,1
GSM1607798,-0.002339238,0.009044021,0.035453421,-0.051414452,0.046382777,-0.022414333,0.016848342,0.012267474,-0.045451319,-0.0310532,-0.002100177,-0.002372598,-0.003379147,0.001926912,-0.011479557,-8.53E-05,0.003137925,-0.017425495,0.020693694,-0.068945188,-0.00478133,-0.008849157,0.001551812,-0.031676328,-0.019393276,0.001809434,-0.000727691,-0.025033636,0.002746029,-0.00537595,0.027599488,0.001238938,-0.013986979,-0.030079718,-0.004536995,-0.009276545,-0.036030434,1
GSM1607800,-0.002235537,0.009456845,0.034325752,-0.049276441,0.048586381,-0.02351554,0.015267205,0.011844615,-0.046010126,-0.031029139,-0.002164932,-0.002071652,-0.003545794,0.001892447,-0.010928263,-8.24E-05,0.002887078,-0.016251793,0.021099122,-0.078887771,-0.004979322,-0.008484295,0.001533211,-0.031988495,-0.019505727,0.001684962,-0.000718302,-0.024823273,0.001988369,-0.004950576,0.027395124,0.001188128,-0.014759783,-0.024011426,-0.004637082,-0.00912932,-0.03669622,1
GSM1607802,-0.002299845,0.00955028,0.034922526,-0.050812143,0.052618287,-0.021982814,0.018066285,0.013845909,-0.044606548,-0.027458167,-0.002123851,-0.002685104,-0.003418035,0.00191967,-0.011848606,-8.95E-05,0.003277147,-0.020587594,0.021187515,-0.065587342,-0.004469482,-0.008820135,0.001610562,-0.032816415,-0.020374018,0.001777541,-0.000775116,-0.025704712,0.003102347,-0.005882048,0.027246484,0.001244727,-0.013763514,-0.033747256,-0.004640718,-0.009077987,-0.03577281,1
GSM1607804,-0.002294596,0.009038182,0.038152657,-0.04252797,0.043950838,-0.021514862,0.015308955,0.013282348,-0.045887831,-0.026258222,-0.002186392,-0.002364491,-0.003285952,0.001851998,-0.011347043,-8.52E-05,0.003013357,-0.016822825,0.019248219,-0.062106259,-0.004650259,-0.00897971,0.0015141,-0.032090359,-0.020164472,0.001738435,-0.000747051,-0.024905119,0.002713333,-0.005853645,0.039636174,0.001219363,-0.012347307,-0.028324665,-0.004721097,-0.009222361,-0.034693858,1
GSM1607805,-0.002406697,0.009236092,0.03502522,-0.042765455,0.044857221,-0.022300607,0.015018368,0.014401146,-0.043113673,-0.028122498,-0.002189718,-0.001968489,-0.003415212,0.001931232,-0.011841167,-8.57E-05,0.003239385,-0.014976081,0.019267682,-0.063812204,-0.004654732,-0.009042345,0.001536091,-0.02910872,-0.018552838,0.001781364,-0.000720566,-0.023940294,0.002333901,-0.005213987,0.028199118,0.001163525,-0.014041989,-0.026238392,-0.004540626,-0.009602078,-0.033425094,1
GSM1607807,-0.002441372,0.010087982,0.034999883,-0.044045338,0.043665915,-0.022046512,0.015146455,0.011963351,-0.043813089,-0.027375531,-0.002288232,-0.002073211,-0.003397164,0.001909273,-0.010995081,-8.35E-05,0.003261882,-0.013617399,0.019655488,-0.072284938,-0.004304255,-0.00874598,0.001517931,-0.029342968,-0.01989981,0.001847971,-0.000694455,-0.023453754,0.002771391,-0.005368685,0.026560243,0.001188871,-0.013525679,-0.03050525,-0.00448505,-0.008250795,-0.034825167,1
GSM1607808,-0.00236362,0.009791112,0.035831282,-0.053256125,0.046209769,-0.022053494,0.017625057,0.013076522,-0.043753653,-0.025346394,-0.002135099,-0.002629085,-0.003298479,0.001900772,-0.012094235,-8.57E-05,0.003280081,-0.017995856,0.021357573,-0.071493586,-0.004538363,-0.008782402,0.001577639,-0.032197853,-0.019374903,0.001793076,-0.000722333,-0.024883975,0.00252028,-0.005476209,0.027992725,0.00129286,-0.013666642,-0.031662601,-0.004524868,-0.009154752,-0.034631613,1
GSM1607809,-0.002339223,0.009948546,0.034612665,-0.040467313,0.043687752,-0.023370769,0.015840137,0.01168898,-0.045512477,-0.033128327,-0.002255616,-0.002286939,-0.003486391,0.001912591,-0.010972741,-8.27E-05,0.003044793,-0.017099032,0.020988627,-0.069552528,-0.004697758,-0.008940804,0.001585922,-0.032167889,-0.020135316,0.001835158,-0.000770965,-0.024895909,0.002433746,-0.005061809,0.039889726,0.001190523,-0.01403207,-0.031873794,-0.00455837,-0.009541875,-0.035036537,1
GSM1607810,-0.002265564,0.009088947,0.037172794,-0.043803945,0.044197238,-0.022399787,0.014163118,0.013823783,-0.042638207,-0.028217937,-0.002201255,-0.00193407,-0.003382409,0.001908359,-0.011053915,-8.29E-05,0.003184831,-0.016751241,0.020867303,-0.059663102,-0.00473553,-0.008718229,0.001487019,-0.032455214,-0.019780701,0.001797027,-0.000690983,-0.02440251,0.002636053,-0.0055389,0.02662802,0.001226922,-0.014049187,-0.029474106,-0.004559072,-0.00959782,-0.035332972,1
GSM1607811,-0.002331891,0.009333464,0.035247425,-0.039462463,0.043745421,-0.022666358,0.015726358,0.011834394,-0.043779964,-0.031487012,-0.002153165,-0.002204197,-0.003337463,0.001972471,-0.01182992,-8.89E-05,0.003220594,-0.019449878,0.021390755,-0.067669632,-0.005508408,-0.008695694,0.00165045,-0.031254687,-0.019045882,0.001688016,-0.000746408,-0.02622212,0.002566076,-0.005426888,0.032662688,0.001221596,-0.012351112,-0.030507264,-0.004616231,-0.008962547,-0.035710463,1
GSM1607812,-0.002351379,0.009156541,0.036482473,-0.043987765,0.044634182,-0.022393455,0.016074071,0.012498716,-0.043292444,-0.026320259,-0.002172659,-0.002058797,-0.003474658,0.001911379,-0.011199153,-8.40E-05,0.00325291,-0.013949649,0.019250043,-0.075123584,-0.004633326,-0.008918253,0.001503243,-0.02993921,-0.0196478,0.001731042,-0.000757811,-0.024991671,0.002235946,-0.00564103,0.027044535,0.001163379,-0.01454091,-0.027760301,-0.004725551,-0.009834472,-0.03426863,1
GSM1607813,-0.002285483,0.009642836,0.033373027,-0.045415508,0.044834546,-0.022268108,0.015032119,0.012384099,-0.04410988,-0.027337667,-0.00226114,-0.00209115,-0.00348741,0.001946721,-0.010196195,-8.29E-05,0.002884517,-0.014170765,0.020646256,-0.071010531,-0.004886018,-0.008798968,0.001556421,-0.032315423,-0.020584243,0.001768506,-0.000678509,-0.023381455,0.00221114,-0.004982102,0.031685226,0.001208753,-0.013768939,-0.027783921,-0.00459169,-0.009503471,-0.03618468,1
GSM1607814,-0.002323878,0.009654617,0.037700281,-0.053909308,0.055879511,-0.022331877,0.017384393,0.012457625,-0.045506321,-0.029302377,-0.002198251,-0.00245935,-0.003418628,0.001924956,-0.012507988,-8.71E-05,0.00325269,-0.019843881,0.02090399,-0.077906782,-0.004694014,-0.009086152,0.001672707,-0.032316529,-0.018069879,0.001813386,-0.000748094,-0.023541959,0.003146266,-0.00577346,0.036254458,0.001278059,-0.013509416,-0.032391129,-0.004477532,-0.009987958,-0.033528011,1
GSM1607815,-0.002291789,0.009274723,0.033862742,-0.0498306,0.046984578,-0.021541674,0.014692879,0.011753945,-0.044512761,-0.037726586,-0.002214001,-0.002383556,-0.003389802,0.001990968,-0.011289413,-8.51E-05,0.002990809,-0.017075842,0.02117442,-0.068448621,-0.005276384,-0.008940062,0.001607853,-0.032941767,-0.020266367,0.001825881,-0.000714844,-0.024689501,0.00251143,-0.005672682,0.026473018,0.001279478,-0.013728486,-0.030606089,-0.00463952,-0.009649503,-0.035068515,1
GSM1607816,-0.002323,0.009329555,0.037724182,-0.044603604,0.044540228,-0.021441245,0.016411218,0.012178279,-0.044616366,-0.041170413,-0.002224097,-0.002421364,-0.003309565,0.001754333,-0.012527561,-8.53E-05,0.003094637,-0.018487238,0.020754435,-0.063313743,-0.004316543,-0.008820347,0.001538196,-0.029810678,-0.019361804,0.001737932,-0.000707683,-0.023945534,0.002643763,-0.005406987,0.027015436,0.001326047,-0.014592751,-0.029983722,-0.004453394,-0.008620927,-0.03383368,1
GSM1607818,-0.002596779,0.009022105,0.037228797,-0.045817956,0.045066825,-0.021459328,0.015863022,0.015764702,-0.043193925,-0.029193307,-0.002162677,-0.002191285,-0.00333116,0.001852604,-0.011667593,-8.42E-05,0.003290041,-0.014646893,0.019434843,-0.062253008,-0.004346266,-0.00875375,0.001444231,-0.030603976,-0.019098169,0.001866421,-0.000711832,-0.022919634,0.002492514,-0.00546894,0.026658517,0.001210058,-0.013949391,-0.025626702,-0.004537518,-0.008644032,-0.035090314,1
GSM1607819,-0.002380893,0.009088195,0.036482101,-0.049211167,0.059954107,-0.021854113,0.018322518,0.012859351,-0.044738037,-0.026121479,-0.002270898,-0.002259071,-0.003330143,0.001908452,-0.010405021,-8.94E-05,0.003127086,-0.018492589,0.021075579,-0.073891984,-0.005259751,-0.00862651,0.001585488,-0.030918433,-0.019272544,0.001759764,-0.000714322,-0.023683258,0.003238288,-0.005458979,0.026963418,0.001290299,-0.014668793,-0.032387085,-0.00438682,-0.008770135,-0.034113965,1
GSM1607820,-0.002326694,0.009059248,0.035975577,-0.043211686,0.044443829,-0.022376003,0.016271363,0.012570601,-0.042978982,-0.025485872,-0.002159412,-0.002087605,-0.003400566,0.001906666,-0.011223264,-8.48E-05,0.003219655,-0.01416352,0.019182599,-0.074755966,-0.004584385,-0.00899734,0.001523257,-0.030023598,-0.019721984,0.001779915,-0.000753032,-0.024985963,0.002214742,-0.005641321,0.026841627,0.001155303,-0.014581406,-0.027530496,-0.004695207,-0.00980256,-0.034243168,1
GSM1607821,-0.002301717,0.00921114,0.036486956,-0.041814272,0.041722399,-0.022218497,0.015451606,0.012199432,-0.043631881,-0.032839086,-0.002139285,-0.002295887,-0.003442889,0.001905033,-0.011767399,-8.23E-05,0.003006409,-0.01802961,0.020886348,-0.0718963,-0.005036769,-0.008884242,0.001502714,-0.030112172,-0.0192344,0.00172141,-0.000748311,-0.023852323,0.002164807,-0.005286654,0.026093681,0.00123812,-0.014375171,-0.025912102,-0.004537677,-0.008842735,-0.034972763,1
GSM1607822,-0.002435327,0.009100951,0.037495332,-0.044651393,0.057860538,-0.02198311,0.01750712,0.015582192,-0.045075229,-0.027117606,-0.00218166,-0.001939129,-0.003372024,0.001903955,-0.010334203,-8.78E-05,0.003207487,-0.01419711,0.021855181,-0.06776507,-0.0046407,-0.00873313,0.001595913,-0.033822183,-0.020149685,0.001782602,-0.000732993,-0.025755944,0.002502339,-0.005411895,0.038252313,0.001318845,-0.014489155,-0.030115913,-0.004285134,-0.008369301,-0.036079488,1
GSM1607823,-0.002280657,0.00999572,0.036185762,-0.050055712,0.048869446,-0.022295707,0.016114492,0.015132017,-0.044437061,-0.032086661,-0.002197331,-0.002286832,-0.003279989,0.001776757,-0.012047672,-8.55E-05,0.003081311,-0.015295093,0.020389995,-0.074072647,-0.004586028,-0.008694148,0.001534723,-0.031834867,-0.019393542,0.00174784,-0.000705383,-0.023294399,0.002640459,-0.005548321,0.026035996,0.001249688,-0.013404888,-0.03200304,-0.004449995,-0.008667109,-0.036106784,1
GSM1607826,-0.002445667,0.00922981,0.03493022,-0.04716809,0.042202304,-0.021787633,0.015271723,0.01466784,-0.043739178,-0.035490451,-0.00218394,-0.002185872,-0.003427979,0.001920554,-0.012366008,-8.63E-05,0.003120733,-0.014713165,0.019526022,-0.068043298,-0.00424468,-0.008569792,0.001497795,-0.032113057,-0.020052954,0.001774189,-0.000688998,-0.024017171,0.002296865,-0.00524282,0.036327376,0.00127791,-0.013967708,-0.026303682,-0.004499416,-0.008696474,-0.036294576,1
GSM1607827,-0.00236564,0.008881968,0.03479217,-0.041556142,0.056815311,-0.021690227,0.015624923,0.014165647,-0.044540066,-0.031433814,-0.002097161,-0.001922833,-0.003307699,0.001783341,-0.010883403,-8.36E-05,0.003140908,-0.015360814,0.019346623,-0.06042625,-0.004072095,-0.008714156,0.001462906,-0.03064724,-0.019336029,0.001871958,-0.000677966,-0.022533185,0.002321982,-0.00546818,0.026585302,0.001169411,-0.014099875,-0.026561964,-0.004571938,-0.008751415,-0.033150322,1
GSM1607828,-0.002354536,0.009237474,0.033494606,-0.049033355,0.042867087,-0.023174343,0.018006051,0.013426263,-0.044554276,-0.026680371,-0.002137887,-0.002368647,-0.003497566,0.001955811,-0.011766621,-8.52E-05,0.003139833,-0.016147529,0.020803051,-0.068828559,-0.004699434,-0.008813852,0.001612982,-0.031858688,-0.018546717,0.0016516,-0.000758228,-0.02448391,0.002512924,-0.005552874,0.02792795,0.001247713,-0.013929661,-0.031431079,-0.004505351,-0.008839961,-0.035119583,1
GSM1607830,-0.002363221,0.009405883,0.036687649,-0.040681737,0.054704033,-0.021584683,0.015297449,0.011036985,-0.042513505,-0.024202862,-0.002216358,-0.002296544,-0.003371193,0.001943257,-0.009361301,-8.75E-05,0.003183738,-0.014999725,0.021953892,-0.062143449,-0.00549684,-0.009001272,0.00156629,-0.031556782,-0.019105729,0.001756179,-0.000740487,-0.024071323,0.002815809,-0.005260423,0.026282827,0.001270485,-0.014270885,-0.027579122,-0.004622628,-0.010278776,-0.033698828,1
GSM1607831,-0.002321127,0.009108896,0.034868345,-0.041948601,0.043560404,-0.022569743,0.015673274,0.012546393,-0.043771012,-0.024937826,-0.002136019,-0.002371022,-0.003399812,0.001908191,-0.012816616,-8.41E-05,0.003064235,-0.014571609,0.019666785,-0.072326754,-0.004765816,-0.008665188,0.001543786,-0.029786349,-0.018465958,0.001677123,-0.000733815,-0.024283064,0.002145757,-0.005145747,0.026941501,0.001219144,-0.014307711,-0.026084301,-0.004407289,-0.008396104,-0.035197376,1
GSM1607833,-0.002414665,0.00948135,0.034457583,-0.03960821,0.048505677,-0.02179649,0.016569837,0.013254331,-0.04488563,-0.033934448,-0.002161625,-0.00213477,-0.003329326,0.001952644,-0.012787433,-8.89E-05,0.003176895,-0.020768943,0.021626616,-0.068003097,-0.005328218,-0.008813661,0.00157191,-0.032564714,-0.019134334,0.001705534,-0.000790813,-0.02471671,0.002664368,-0.005570271,0.037697228,0.001304082,-0.014026061,-0.032288454,-0.00441871,-0.009076755,-0.036429468,1
GSM1607834,-0.002299413,0.0091465,0.03789285,-0.043063818,0.043757733,-0.021825652,0.015251493,0.017698035,-0.043079267,-0.027007022,-0.002160969,-0.00196693,-0.003473226,0.001765025,-0.009595908,-8.37E-05,0.003016478,-0.014555341,0.020901964,-0.062336549,-0.004311178,-0.008696957,0.00148888,-0.029697858,-0.018942408,0.001675742,-0.0007325,-0.0227171,0.00202322,-0.005328521,0.02662738,0.001228715,-0.013653611,-0.023627346,-0.004684218,-0.009062711,-0.034433136,1
GSM1607835,-0.002276363,0.010249809,0.035606319,-0.052366928,0.053020569,-0.022097018,0.018060919,0.012338708,-0.044927584,-0.03141613,-0.002153013,-0.002322056,-0.003396981,0.001922442,-0.011261113,-9.07E-05,0.003255534,-0.019549595,0.02028803,-0.069686342,-0.004963695,-0.009114424,0.00166291,-0.033090771,-0.02056039,0.001756285,-0.000764644,-0.025872021,0.003129474,-0.005884567,0.027731916,0.001279653,-0.013428614,-0.032306291,-0.004517218,-0.00997915,-0.033649218,1
GSM1607836,-0.002371564,0.009815179,0.0355984,-0.046077069,0.049492861,-0.022915024,0.016025864,0.011738301,-0.045612688,-0.030880986,-0.002115416,-0.002288073,-0.00355849,0.001993753,-0.010214965,-8.68E-05,0.003086335,-0.016499649,0.021725128,-0.069973145,-0.004547223,-0.008778603,0.001589,-0.033656753,-0.020290578,0.001687801,-0.00076588,-0.023999817,0.002344128,-0.005568018,0.028716187,0.001224558,-0.013501789,-0.029791834,-0.004687017,-0.009032125,-0.033731758,1
GSM1607837,-0.002503788,0.008850858,0.036520701,-0.045155765,0.042377193,-0.020797838,0.015423842,0.013035441,-0.046508912,-0.037545261,-0.002317116,-0.001995579,-0.003265965,0.001869547,-0.01044836,-8.53E-05,0.003317367,-0.015040583,0.019776596,-0.067619286,-0.004471483,-0.009177035,0.001383163,-0.031518326,-0.018299915,0.001872385,-0.00076661,-0.022349831,0.002664524,-0.005195907,0.027779193,0.001344454,-0.014914025,-0.033435087,-0.004440254,-0.00957756,-0.034512208,1
GSM1607838,-0.002295793,0.009304505,0.036940519,-0.04571909,0.060138554,-0.022155495,0.017217586,0.013864965,-0.04414367,-0.025261899,-0.002063557,-0.002017078,-0.003378408,0.001854601,-0.011279066,-8.38E-05,0.00305922,-0.016267301,0.020101097,-0.076415154,-0.004774044,-0.00874447,0.001485065,-0.031729423,-0.019227386,0.00177201,-0.000738297,-0.024396452,0.00262945,-0.005352639,0.031888169,0.00117711,-0.013618391,-0.029307429,-0.004574154,-0.008582288,-0.03537307,1
GSM1607839,-0.002318471,0.009051372,0.038717913,-0.042020559,0.052612314,-0.022976831,0.017015236,0.012703827,-0.042822508,-0.036331754,-0.002210371,-0.002021353,-0.003385752,0.001952965,-0.011148337,-8.51E-05,0.003269694,-0.014120138,0.020694328,-0.062521737,-0.005397631,-0.0086941,0.001495398,-0.030786995,-0.019106752,0.00180672,-0.000731551,-0.0250887,0.002315948,-0.005549882,0.027566594,0.001236542,-0.014557298,-0.027002056,-0.004468464,-0.008736555,-0.034373806,1
GSM1607840,-0.002309508,0.009197074,0.035726952,-0.050030032,0.04424642,-0.022503952,0.015461268,0.012140482,-0.04510076,-0.025936693,-0.002110461,-0.00258281,-0.003392033,0.001913025,-0.01079335,-8.51E-05,0.002971497,-0.018607835,0.020096356,-0.075499242,-0.004643845,-0.008826096,0.001553147,-0.030661919,-0.019124861,0.001756969,-0.000722796,-0.024555937,0.002572384,-0.005379751,0.026870841,0.001210723,-0.014618072,-0.027427752,-0.004615482,-0.00896236,-0.036417375,1
GSM1607842,-0.002333436,0.008978326,0.034084408,-0.048396915,0.052965777,-0.022332045,0.016597308,0.01179814,-0.044273181,-0.03272525,-0.002200911,-0.001988192,-0.003428733,0.001934091,-0.011667406,-8.37E-05,0.003204491,-0.015238885,0.020451032,-0.073311585,-0.005325413,-0.008711702,0.001521581,-0.03113733,-0.019673161,0.001744941,-0.000726169,-0.023796375,0.002441645,-0.005368499,0.02688715,0.001192831,-0.01403185,-0.027093465,-0.004540227,-0.009270436,-0.036202147,1
GSM1607844,-0.002306357,0.008898679,0.036659269,-0.040720347,0.045827508,-0.021736053,0.014959639,0.013866007,-0.044175133,-0.027284623,-0.002192553,-0.002590645,-0.003363536,0.001869923,-0.011661401,-8.37E-05,0.003059199,-0.012104499,0.021109663,-0.06452118,-0.004975354,-0.008626364,0.001429602,-0.029474876,-0.018534054,0.001806276,-0.000702309,-0.024007899,0.002079685,-0.005363329,0.026822239,0.001228425,-0.014287193,-0.024932888,-0.004634212,-0.009095567,-0.035446238,1
GSM1607845,-0.002228689,0.009261907,0.036567459,-0.040565636,0.043872924,-0.021681101,0.015069608,0.016599805,-0.042099948,-0.034076226,-0.002287276,-0.001868262,-0.003464876,0.001885162,-0.008911486,-8.36E-05,0.003319596,-0.01472865,0.019050711,-0.056039115,-0.003889591,-0.009026656,0.001482695,-0.0293813,-0.020296779,0.001863483,-0.000705578,-0.021469561,0.002323982,-0.005817465,0.026577815,0.00114597,-0.014127622,-0.024180695,-0.004337226,-0.009013045,-0.032859278,1
GSM1607846,-0.00226856,0.009068254,0.036467416,-0.04445254,0.046397104,-0.022522417,0.01520636,0.012046205,-0.044117775,-0.026105559,-0.002153574,-0.002348154,-0.003424263,0.001884997,-0.013034184,-8.36E-05,0.003051513,-0.018005581,0.020360022,-0.072066641,-0.004900627,-0.008739592,0.001515858,-0.030751778,-0.018870238,0.001679589,-0.000742858,-0.024929963,0.002496356,-0.005249138,0.026628944,0.001202829,-0.013867544,-0.027123084,-0.004558047,-0.008639427,-0.034787826,1
GSM1607847,-0.002248075,0.009720733,0.034865475,-0.046165882,0.045336667,-0.022253553,0.014384005,0.012831275,-0.043824525,-0.028083297,-0.002183763,-0.002034022,-0.003360555,0.001940575,-0.011740604,-8.58E-05,0.003194362,-0.015160601,0.022022464,-0.066402293,-0.005291145,-0.008750194,0.001572941,-0.031740939,-0.019497871,0.001749961,-0.000710327,-0.024052288,0.002402706,-0.005426055,0.026450819,0.001255128,-0.013747274,-0.026608767,-0.004663657,-0.010076056,-0.036530712,1
GSM1607848,-0.002400234,0.009594587,0.034801634,-0.044570852,0.062035599,-0.021833375,0.014610346,0.01288475,-0.045503307,-0.031383043,-0.002181533,-0.001907509,-0.003341704,0.001959289,-0.010935216,-9.15E-05,0.003163928,-0.016017433,0.020538663,-0.071695153,-0.005262999,-0.008764838,0.001635511,-0.032495778,-0.020591358,0.001834136,-0.000784221,-0.023611683,0.002487251,-0.00515787,0.03654175,0.001293907,-0.013563161,-0.031251187,-0.004507786,-0.008774432,-0.03505893,1
GSM1607852,-0.002365744,0.009237329,0.034889328,-0.047544193,0.04611062,-0.022373328,0.016356518,0.012252877,-0.044909263,-0.027891322,-0.002127041,-0.002368462,-0.003401096,0.00189481,-0.010802358,-8.49E-05,0.003139517,-0.018421886,0.020438432,-0.072287642,-0.00463882,-0.008704671,0.001525268,-0.031609412,-0.019414554,0.001737094,-0.000737014,-0.024096863,0.002337419,-0.005570352,0.028367994,0.001216042,-0.014348674,-0.028293404,-0.004526226,-0.009123765,-0.035744823,1
GSM1607853,-0.002417792,0.00926931,0.035650432,-0.042898028,0.050310158,-0.02227726,0.016790366,0.012068085,-0.043157361,-0.030572247,-0.002218546,-0.002245595,-0.003419047,0.001942452,-0.01161266,-8.55E-05,0.003192851,-0.016506801,0.019512609,-0.068633874,-0.004946782,-0.008682938,0.001538274,-0.033732094,-0.018442427,0.001789365,-0.000732972,-0.024645911,0.002337428,-0.005117585,0.032437013,0.001191968,-0.012744732,-0.030108302,-0.004525897,-0.009012012,-0.033828454,1
GSM1607854,-0.002354572,0.009283235,0.034392102,-0.051314929,0.05401187,-0.021939179,0.01791858,0.011768984,-0.044657012,-0.032993685,-0.002104385,-0.00268943,-0.003425392,0.001942091,-0.011620971,-8.70E-05,0.003053372,-0.018553032,0.020474323,-0.072897787,-0.005082244,-0.008850876,0.001553354,-0.033419018,-0.019929057,0.001716709,-0.000763825,-0.024650389,0.002760449,-0.005794176,0.035224391,0.001214304,-0.013773968,-0.03204944,-0.00453485,-0.008946767,-0.036349603,1
GSM1607857,-0.002288829,0.009207395,0.038685371,-0.043844099,0.044261615,-0.022129709,0.014841449,0.015411615,-0.042977482,-0.025573266,-0.002197903,-0.001915045,-0.003483316,0.001820076,-0.009857574,-8.39E-05,0.003260588,-0.015554927,0.020612038,-0.058711605,-0.004516379,-0.008699766,0.001441144,-0.0333413,-0.019125519,0.001743004,-0.000758204,-0.023237755,0.002434128,-0.005452459,0.027498802,0.001256067,-0.014548717,-0.028771501,-0.004595497,-0.009008004,-0.033441774,1
GSM1607858,-0.002518794,0.009500343,0.03544333,-0.04569398,0.04365666,-0.022349639,0.01421713,0.013214546,-0.04468369,-0.038814758,-0.002069312,-0.002396064,-0.003412352,0.001890458,-0.011449799,-8.53E-05,0.003317269,-0.016518446,0.020307531,-0.07568122,-0.005145537,-0.008817808,0.001540625,-0.031904343,-0.019469304,0.001787094,-0.000733775,-0.024061892,0.002424825,-0.005358363,0.040737192,0.001223528,-0.013975828,-0.028615685,-0.004460605,-0.009185448,-0.03549837,1
GSM1607859,-0.002305934,0.009578037,0.03925534,-0.044305843,0.044552739,-0.022955526,0.016220865,0.011679372,-0.044585241,-0.030615324,-0.002153099,-0.002065822,-0.003549511,0.002007423,-0.013094593,-8.35E-05,0.00321681,-0.016759356,0.020434746,-0.066777576,-0.003988887,-0.008694158,0.001636387,-0.030235473,-0.019490894,0.001684025,-0.00069478,-0.024298686,0.002539141,-0.005209487,0.027943709,0.001224587,-0.014001058,-0.027432238,-0.004417693,-0.008800972,-0.033877312,1
GSM1607860,-0.002319632,0.009167416,0.037031513,-0.04500524,0.060996728,-0.021233518,0.016103554,0.012800064,-0.042962151,-0.034029638,-0.002190108,-0.002626664,-0.003279361,0.001943719,-0.011527454,-8.51E-05,0.003046324,-0.02116905,0.020199348,-0.072665502,-0.005351688,-0.00864605,0.001584185,-0.030457492,-0.019196913,0.001736353,-0.000741291,-0.024378481,0.002555548,-0.005775751,0.028244418,0.001232495,-0.012529722,-0.031006456,-0.004502999,-0.01005221,-0.033396081,1
GSM1607863,-0.002438878,0.009231888,0.036839398,-0.041784096,0.044939703,-0.022002316,0.015769317,0.012107044,-0.045188308,-0.02554038,-0.002127269,-0.002211626,-0.003420065,0.001838122,-0.01070543,-8.36E-05,0.003065205,-0.016753945,0.019848442,-0.071564489,-0.005014889,-0.008720697,0.001481151,-0.030086146,-0.018510876,0.001695352,-0.000719185,-0.024218454,0.002104096,-0.005132712,0.026576721,0.001281887,-0.01438873,-0.024313001,-0.004583421,-0.008336229,-0.035002471,1
GSM1607864,-0.002466678,0.010190952,0.034534058,-0.054865587,0.043438238,-0.023772317,0.017620381,0.013957119,-0.043697821,-0.0371808,-0.002237819,-0.002415486,-0.003602117,0.001942722,-0.011260817,-8.47E-05,0.003288539,-0.017815048,0.021925697,-0.085917721,-0.004760586,-0.009028159,0.001727743,-0.03294104,-0.01922611,0.001734421,-0.000734265,-0.024367964,0.002936061,-0.005773181,0.0267617,0.001243512,-0.013248163,-0.030674474,-0.004555484,-0.009326439,-0.036193772,1
GSM1607866,-0.002391311,0.009278564,0.03445781,-0.045701826,0.057253151,-0.022397401,0.015698529,0.013221305,-0.045513713,-0.024634293,-0.002173394,-0.002466687,-0.003411674,0.001912339,-0.010592219,-8.96E-05,0.003231279,-0.017177596,0.019698586,-0.063132866,-0.005635515,-0.00861878,0.001527672,-0.032135029,-0.020386959,0.001797205,-0.000735539,-0.02332222,0.00288438,-0.005580165,0.027712996,0.001186221,-0.014587854,-0.031130026,-0.004408434,-0.008947192,-0.03415725,1
GSM1607868,-0.002309558,0.009597814,0.036029984,-0.043950778,0.043632132,-0.022642121,0.015952295,0.014542172,-0.04389261,-0.027961861,-0.002140482,-0.002005557,-0.003465073,0.001905238,-0.011641016,-8.38E-05,0.003078647,-0.015891911,0.021671086,-0.068515549,-0.00477094,-0.008820855,0.001514962,-0.03274521,-0.02044024,0.001817847,-0.000699483,-0.023305804,0.002344638,-0.00530625,0.027926594,0.001238301,-0.014836744,-0.029082364,-0.004697689,-0.009164476,-0.035682728,1
GSM1607869,-0.002388494,0.009505132,0.036072452,-0.048155274,0.048690976,-0.021361217,0.017989727,0.014214367,-0.046016169,-0.029552667,-0.002051125,-0.00269488,-0.003335595,0.001915436,-0.010550779,-8.94E-05,0.002933246,-0.019045352,0.020359594,-0.071945394,-0.004436482,-0.008783335,0.00154979,-0.032065474,-0.019533137,0.001734971,-0.00074306,-0.024741686,0.00316949,-0.005605506,0.030499611,0.001298513,-0.013656604,-0.033619908,-0.004477705,-0.008589049,-0.035275747,1
